molecule_chembl_id,standard_type,standard_units,IC50,type,units,value,canonical_smiles,pIC50
CHEMBL4851555,IC50,nM,1032.7,IC50,nM,1032.7,O=C(CSc1nc2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2)Nc1ccc(Br)cc1Br,5.986025822979084
CHEMBL4855312,IC50,nM,754.3,IC50,nM,754.3,O=C(CSc1nc2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2)Nc1ccc(I)cc1,6.122455892284056
CHEMBL4877054,IC50,nM,18.3,IC50,nM,18.3,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,7.73754891026957
CHEMBL4861346,IC50,nM,13.7,IC50,nM,13.7,COc1cc2ncnc(Nc3ccc(Cl)c(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,7.863279432843593
CHEMBL4859542,IC50,nM,49.2,IC50,nM,49.2,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(=O)Nc4ccc(S(N)(=O)=O)cc4)cc23)c1,7.308034897232639
CHEMBL4855080,IC50,nM,34.8,IC50,nM,34.8,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,7.458420756053419
CHEMBL4853833,IC50,nM,27.0,IC50,nM,27.0,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,7.568636235841013
CHEMBL4873098,IC50,nM,16.5,IC50,nM,16.5,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,7.782516055786093
CHEMBL4846607,IC50,nM,51.2,IC50,nM,51.2,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,7.29073003902417
CHEMBL4857605,IC50,nM,42.6,IC50,nM,42.6,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1,7.370590400897281
CHEMBL4848093,IC50,nM,28.4,IC50,nM,28.4,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,7.546681659952962
CHEMBL4868797,IC50,nM,176090.0,IC50,uM,176.09,Cn1cc(-c2cc3ncnc(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)nn5C)cc4)c3s2)cn1,3.7542653065434144
CHEMBL4863294,IC50,nM,10.3,IC50,nM,10.3,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2)nn1)NO,7.987162775294828
CHEMBL4870955,IC50,nM,5700.0,IC50,nM,5700.0,COc1cc(NC(=O)CCCCCCCCCCC(=O)NO)ccc1Nc1nccc(-c2cn(C)c3ccccc23)n1,5.2441251443275085
CHEMBL4860398,IC50,nM,0.35,IC50,nM,0.35,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,9.455931955649724
CHEMBL4873506,IC50,nM,0.32,IC50,nM,0.32,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,9.494850021680094
CHEMBL4851176,IC50,nM,0.23,IC50,nM,0.23,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,9.638272163982407
CHEMBL4852664,IC50,nM,0.52,IC50,nM,0.52,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,9.2839966563652
CHEMBL4868614,IC50,nM,0.473,IC50,nM,0.473,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,9.325138859262188
CHEMBL4859375,IC50,nM,0.538,IC50,nM,0.5379999999999999,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,9.269217724333611
CHEMBL4858583,IC50,nM,0.39,IC50,nM,0.39,CN(/N=N\c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C(=O)OCCl,9.4089353929735
CHEMBL4857477,IC50,nM,81.0,IC50,nM,81.0,CN(C(=O)NCCCl)c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.0915149811213505
CHEMBL4856453,IC50,nM,33.1,IC50,nM,33.1,COc1ccc(-c2coc3cc(OCC(=O)N/C=C\c4ccc(O)cc4)ccc3c2=O)cc1,7.480172006224281
CHEMBL4859473,IC50,nM,143.4,IC50,nM,143.4,CCc1ccc(NCC(=O)Nn2c(-c3ccccc3)nc3ccccc3c2=O)cc1,6.843450848668218
CHEMBL1988225,IC50,nM,81.07,IC50,nM,81.07,O=C(CNc1ccc(Cl)cc1)Nn1c(-c2ccccc2)nc2ccccc2c1=O,7.091139826982723
CHEMBL4849859,IC50,nM,136.0,IC50,nM,136.0,COc1ccc(/C=C2/SC(NN3Cc4ccccc4N=C3c3ccccc3)=NC2=O)cc1,6.866461091629782
CHEMBL4877452,IC50,nM,178.1,IC50,nM,178.1,O=C1N=C(NN2Cc3ccccc3N=C2c2ccccc2)S/C1=C/c1ccc(O)cc1O,6.749336080536756
CHEMBL4866476,IC50,nM,65.63,IC50,nM,65.63,O=C1N=C(NN2Cc3ccccc3N=C2c2ccccc2)S/C1=C/c1ccccc1,7.182897595743077
CHEMBL4871569,IC50,nM,72.0,IC50,uM,0.07200000000000001,Cc1nc2c(Br)cc(Br)cc2c(=O)n1N,7.142667503568732
CHEMBL4858176,IC50,nM,25300.0,IC50,uM,25.3,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC[Se]CC1,4.5968794788241825
CHEMBL4869634,IC50,nM,1970.0,IC50,nM,1970.0,CC(C)Oc1cc(F)ccc1Nc1ncnc2ccc(-c3ccc(C(=O)N4CCNCC4)cc3)nc12,5.705533773838407
CHEMBL4873767,IC50,nM,100.0,IC50,nM,100.0,Oc1cc(Nc2ccnc3cc(-c4ccccc4)ccc23)ccc1Cl,7.0
CHEMBL4876135,IC50,nM,2500.0,IC50,nM,2500.0,c1ccc(-c2ccc3c(Nc4ccc5scnc5c4)ccnc3c2)cc1,5.6020599913279625
CHEMBL4850239,IC50,nM,111.0,IC50,nM,111.0,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c([N+](=O)[O-])c3)nc3[nH]ccc23)c1,6.954677021213342
CHEMBL4847264,IC50,nM,22.0,IC50,nM,22.0,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,7.657577319177793
CHEMBL4297865,IC50,nM,21.0,IC50,nM,21.0,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,7.6777807052660805
CHEMBL4855850,IC50,nM,244.0,IC50,nM,244.0,C#CCNC(=O)c1cc(Nc2cc(C3CC3)[nH]n2)nc(N2CCN(Cc3ccc(S(=O)(=O)F)cc3)CC2)n1,6.61261017366127
CHEMBL4865792,IC50,nM,946.0,IC50,nM,946.0,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc(NC(=O)CCl)c2)n1,6.024108863598207
CHEMBL4854693,IC50,nM,675.0,IC50,nM,675.0,C=CS(=O)(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,6.170696227168975
CHEMBL4873392,IC50,nM,458.0,IC50,nM,458.0,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc(NCCS(=O)(=O)F)c2)n1,6.33913452199613
CHEMBL4873600,IC50,nM,476.0,IC50,nM,476.0,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc(NC(=O)c3cccc(S(=O)(=O)F)c3)c2)n1,6.3223930472795065
CHEMBL4866162,IC50,nM,110.0,IC50,nM,110.0,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(NCc3ccc(S(=O)(=O)F)cc3)cc2)n1,6.958607314841775
CHEMBL4856343,IC50,nM,1105.0,IC50,nM,1105.0,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc(NC(C)=O)c2)n1,5.95663772197887
CHEMBL4848234,IC50,nM,116.5,IC50,nM,116.5,O=C(NO)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl,6.933674074637962
CHEMBL4861707,IC50,nM,68.81,IC50,nM,68.81,CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NO)n3)cc2)CC1,7.162348442153608
CHEMBL4858714,IC50,nM,98.78,IC50,nM,98.78,O=C(NO)c1ccccc1Nc1nc(Nc2ccc(CN3CCOCC3)cc2)ncc1Cl,7.00533097817447
CHEMBL4875985,IC50,nM,1.097,IC50,nM,1.097,O=C(NO)c1ccccc1Nc1nc(Nc2ccc(OCCN3CCOCC3)cc2)ncc1Cl,8.959793372425288
CHEMBL4869024,IC50,nM,6.82,IC50,nM,6.82,CN1CCN(CCOc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NO)n3)cc2)CC1,8.16621562534352
CHEMBL4870560,IC50,nM,64.79,IC50,nM,64.79,O=C(NO)c1ccccc1Nc1nc(Nc2ccc(OCCCN3CCOCC3)cc2)ncc1Cl,7.188492020054674
CHEMBL4858409,IC50,nM,16.04,IC50,nM,16.04,O=C(NO)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl,7.794795636051855
CHEMBL4849337,IC50,nM,113.5,IC50,nM,113.5,O=C(CN1CCOCC1)Nc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)NO)n2)cc1,6.945004138470859
CHEMBL4871985,IC50,nM,49.94,IC50,nM,49.94,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(C(=O)NO)CC3)cc2)ncc1Cl,7.301551461984671
CHEMBL4870265,IC50,nM,117.5,IC50,nM,117.5,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(CN3CCC(C(=O)NO)CC3)cc2)ncc1Cl,6.9299621333922445
CHEMBL4858535,IC50,nM,44.96,IC50,nM,44.96,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(OCCCN3CCC(C(=O)NO)CC3)cc2)ncc1Cl,7.347173697438995
CHEMBL4851795,IC50,nM,65.41,IC50,nM,65.41,O=C(COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)NO)n2)cc1)NO,7.184355850868035
CHEMBL4873830,IC50,nM,198.5,IC50,nM,198.5,O=C(O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl,6.702239488900866
CHEMBL4862351,IC50,nM,0.2446,IC50,nM,0.2446,CCOC(=O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl,9.611543547299734
CHEMBL4862976,IC50,nM,3.89,IC50,nM,3.89,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(NC(=O)CN3CCOCC3)c(C)c2)ncc1Cl,8.410050398674292
CHEMBL4860202,IC50,nM,9920.0,IC50,nM,9920.0,CS(=O)(=O)c1nccc(-c2c(-c3cccc(OCc4ccccc4)c3)nc3sccn23)n1,5.0034883278458215
CHEMBL4866102,IC50,nM,4354.0,IC50,nM,4354.0,c1ccc(COc2cccc(-c3nc4sccn4c3-c3ccncn3)c2)cc1,5.361111575294925
CHEMBL4868123,IC50,nM,5210.0,IC50,uM,5.21,COCCOc1cc2ncnc(Sc3nc[nH]n3)c2cc1OCCOC,5.283162276700476
CHEMBL4872030,IC50,nM,14260.0,IC50,uM,14.26,COc1ccc(C(Nc2ccccc2)n2c(=O)ccc3cc(O)ccc32)cc1,4.8458804744841535
CHEMBL4868965,IC50,nM,1350.0,IC50,uM,1.35,COc1ccc(C(Nc2ccc([N+](=O)[O-])cc2)n2c(=O)ccc3cc(O)ccc32)cc1,5.8696662315049934
CHEMBL4861493,IC50,nM,1130.0,IC50,uM,1.13,COc1ccc(C(Nc2ccc(Cl)cc2)n2c(=O)ccc3cc(O)ccc32)cc1,5.94692155651658
CHEMBL4861796,IC50,nM,960.0,IC50,uM,0.96,COc1ccc(C(Nc2ccc(Br)cc2)n2c(=O)ccc3cc(O)ccc32)cc1,6.017728766960431
CHEMBL4863109,IC50,nM,5290.0,IC50,uM,5.29,COc1ccc(NC(c2ccc(OC)cc2)n2c(=O)ccc3cc(O)ccc32)cc1,5.276544327964814
CHEMBL4849721,IC50,nM,3110.0,IC50,uM,3.11,COc1cc2cccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,5.507239610973162
CHEMBL4873202,IC50,nM,690.0,IC50,uM,0.69,Oc1ccc(/C=N/Nc2nc3ccccc3c3nncn23)cc1,6.161150909262744
CHEMBL4874550,IC50,nM,450.0,IC50,nM,450.0,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(OC)ccn3)cc2)c(C(N)=O)n1N,6.346787486224656
CHEMBL4860527,IC50,nM,176.0,IC50,nM,176.0,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(Cl)ccn3)cc2)c(C(N)=O)n1N,6.7544873321858505
CHEMBL4878421,IC50,nM,578.0,IC50,nM,578.0,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(Br)ccn3)cc2)c(C(N)=O)n1N,6.2380721615794705
CHEMBL4864983,IC50,nM,433.0,IC50,nM,433.0,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c(C(N)=O)n1N,6.363512103646634
CHEMBL4863836,IC50,nM,79.4,IC50,nM,79.4,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccccc4)ccn3)cc2)c(C(N)=O)n1N,7.100179497572904
CHEMBL4863913,IC50,nM,113.0,IC50,nM,113.0,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccc(F)cc4)ccn3)cc2)c(C(N)=O)n1N,6.94692155651658
CHEMBL4878626,IC50,nM,12.6,IC50,nM,12.6,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccc(Cl)cc4)ccn3)cc2)c(C(N)=O)n1N,7.8996294548824375
CHEMBL4847730,IC50,nM,11802.0,IC50,nM,11802.0,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c(C(N)=O)n1N,4.928044389697019
CHEMBL4849268,IC50,nM,16807.0,IC50,nM,16807.0,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccccc4)ccn3)cc2)c(C(N)=O)n1N,4.774509799928716
CHEMBL3707348,IC50,nM,3513.0,IC50,nM,3513.0,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,5.454321850207974
CHEMBL3936761,IC50,nM,21.2,IC50,nM,21.2,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,7.673664139071248
CHEMBL3647964,IC50,nM,1.2,IC50,nM,1.2,C=CC(=O)N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,8.920818753952375
CHEMBL4863078,IC50,nM,109.0,IC50,nM,109.0,C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)CC1,6.962573502059376
CHEMBL4878090,IC50,nM,14010.0,IC50,nM,14010.0,CC#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)CC1,4.853561864714226
CHEMBL4871192,IC50,nM,30.8,IC50,nM,30.8,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)CC1,7.511449283499556
CHEMBL4869409,IC50,nM,16.3,IC50,nM,16.3,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5F)cc4)[nH]c23)CC1,7.787812395596042
CHEMBL4857353,IC50,nM,32.8,IC50,nM,32.8,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5F)cc4)[nH]c23)CC1,7.484126156288321
CHEMBL4856592,IC50,nM,50.8,IC50,nM,50.8,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)CC1,7.294136287716081
CHEMBL4875332,IC50,nM,29.7,IC50,nM,29.7,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,7.527243550682788
CHEMBL4852264,IC50,nM,38.6,IC50,nM,38.6,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(F)cc5)cc4)[nH]c23)C1,7.413412695328245
CHEMBL4873984,IC50,nM,104.0,IC50,nM,104.0,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5OC)cc4)[nH]c23)C1,6.982966660701219
CHEMBL4863088,IC50,nM,33.8,IC50,nM,33.8,C#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,7.471083299722345
CHEMBL4867893,IC50,nM,88.3,IC50,nM,88.3,C#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)C1,7.054039296422431
CHEMBL4871593,IC50,nM,60.0,IC50,nM,60.0,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,7.221848749616356
CHEMBL4878790,IC50,nM,2980.0,IC50,uM,2.98,O=C(Nc1cncnc1Oc1cccc(C(F)(F)F)c1)c1ccc(F)cc1,5.525783735923745
CHEMBL4877510,IC50,nM,1.3,IC50,nM,1.3,CCn1c(-c2ccccc2)c(-c2ncnc3cc(OC)c(OCCCN4CCOCC4)cc23)c2ccccc21,8.886056647693163
CHEMBL5085136,IC50,nM,6.5,IC50,nM,6.5,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4ccc5c(c4)OCO5)n3)[nH]c12,8.187086643357144
CHEMBL5082422,IC50,nM,499.0,IC50,nM,499.0,CC#CC(=O)Nc1cccc(-c2nccc(-c3cc4c([nH]3)C3(CCNCC3)CNC4=O)n2)c1,6.30189945437661
CHEMBL5083976,IC50,nM,9.6,IC50,nM,9.6,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4cccc(OC)c4)n3)[nH]c12,8.017728766960431
CHEMBL5077776,IC50,nM,0.9,IC50,nM,0.9,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(Nc4ccccc4OC)n3)[nH]c12,9.045757490560675
CHEMBL5088102,IC50,nM,2.8,IC50,nM,2.8,COc1ccccc1Nc1nccc(-c2cc3c([nH]2)C2(CCN(C(=O)C#CN(C)C)CC2)CNC3=O)n1,8.55284196865778
CHEMBL5089073,IC50,nM,37.0,IC50,nM,37.0,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(Nc4ccccc4OC)c3)[nH]c12,7.431798275933005
CHEMBL5076067,IC50,nM,0.8,IC50,nM,0.8,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3nc(Nc4ccccc4OC)ncc3Cl)[nH]c12,9.096910013008056
CHEMBL5085118,IC50,nM,1.2,IC50,nM,1.2,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3nc(Nc4ccccc4OC)ncc3C)[nH]c12,8.920818753952375
CHEMBL5079430,IC50,nM,1.3,IC50,nM,1.3,C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(Nc4ccccc4OC(C)C)n3)[nH]c12,8.886056647693163
CHEMBL5082149,IC50,nM,17700.0,IC50,uM,17.7,COc1cc(CC(=O)N2CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC(N)=O)C(=O)CCSCc3ccc(cc3)C(=O)N[C@@H](CCCCN)CN(C(=O)CCC3CCCCC3)CC(=O)N[C@@H](Cc3ccccc3)CN(C(=O)CCc3ccccc3)CC(=O)N[C@@H](Cc3ccccc3)C2)cc(OC)c1,4.752026733638194
CHEMBL5094282,IC50,nM,10.52,IC50,nM,10.52,CS(=O)(=O)CCN(Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)C(=O)CCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,7.9779842601822795
CHEMBL5079998,IC50,nM,7.36,IC50,nM,7.36,CC(OC(=O)CCCC(=O)N(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1cc2c(o1)C(=O)c1ccccc1C2=O,8.1331221856625
CHEMBL5077378,IC50,nM,1.3,IC50,uM,0.0013,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,8.886056647693163
CHEMBL5094480,IC50,nM,0.9,IC50,uM,0.0009,COc1cc(N2CCC(N(C)C)CC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,9.045757490560675
CHEMBL5087815,IC50,nM,0.92,IC50,uM,0.0009199999999999999,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,9.036212172654444
CHEMBL5086066,IC50,nM,1.7,IC50,uM,0.0017,COc1cc(N2CCC(N(C)C)CC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,8.769551078621726
CHEMBL5087610,IC50,nM,3.3,IC50,uM,0.0033,COc1cc(N2CCN(C)CC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,8.481486060122112
CHEMBL5087264,IC50,nM,4.4,IC50,uM,0.0044,COc1cc(N2CCOCC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,8.356547323513812
CHEMBL5081299,IC50,nM,5.6,IC50,uM,0.0056,COc1cc(N2CCOCC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,8.2518119729938
CHEMBL5078413,IC50,nM,2.4,IC50,uM,0.0024,CCP(=O)(CC)c1ccccc1Nc1nc(Nc2cc(-c3cnn(C)c3)c(N3CCOCC3)cc2OC)ncc1Cl,8.619788758288394
CHEMBL5094288,IC50,nM,8.04,IC50,nM,8.04,C#CCN1CCN(c2ccc(Nc3ncc4c(C)cc(=O)n(-c5cccc(NC(=O)C=C)c5)c4n3)c(OC)c2)CC1,8.094743951251548
CHEMBL1714813,IC50,nM,1.0,IC50,nM,1.0,COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OC,9.0
CHEMBL5087955,IC50,nM,2800.0,IC50,nM,2800.0,COc1cc2nc(C)nc(N[C@H](C)c3ccccc3)c2cc1OC,5.552841968657781
CHEMBL5085143,IC50,nM,6.4,IC50,nM,6.4,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C,8.193820026016112
CHEMBL5082394,IC50,nM,170.0,IC50,nM,170.0,CCC(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C,6.769551078621726
CHEMBL5075204,IC50,nM,352.8,IC50,nM,352.8,C/C=C/C(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C,6.452471423540218
CHEMBL5079081,IC50,nM,96.3,IC50,nM,96.3,C=C(Cl)C(=O)Nc1cc(Nc2ncc(Cl)c(N3CCc4sccc4C3)n2)c(OC)cc1N(C)CCN(C)C,7.016373712875465
CHEMBL5086894,IC50,nM,51.2,IC50,nM,51.2,COc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1,7.29073003902417
CHEMBL5084760,IC50,nM,62.3,IC50,nM,62.3,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)ccc1N1CCC(N2CCN(C)CC2)CC1,7.205511953340831
CHEMBL5077866,IC50,nM,157.0,IC50,nM,157.0,CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3OC(F)(F)F)CC2)CC1,6.804100347590766
CHEMBL5088423,IC50,nM,538.1,IC50,nM,538.1,CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3C(F)(F)F)CC2)CC1,6.269137007953506
CHEMBL5078816,IC50,nM,198.7,IC50,nM,198.7,CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3C(F)F)CC2)CC1,6.701802132890185
CHEMBL5076986,IC50,nM,38.3,IC50,nM,38.3,CN1CCN(C2CCN(c3ccc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,7.416801226031377
CHEMBL5091683,IC50,nM,113.1,IC50,nM,113.1,CN1CCN(C2CCN(c3ccc(Nc4ncc(Br)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,6.946537395074545
CHEMBL5087931,IC50,nM,337.6,IC50,nM,337.6,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)cnc1N1CCC(N2CCN(C)CC2)CC1,6.471597562046383
CHEMBL5081817,IC50,nM,299.8,IC50,nM,299.8,CN1CCN(C2CCN(c3c(Cl)cc(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,6.523168371487739
CHEMBL5081174,IC50,nM,65.9,IC50,nM,65.9,CN1CCN(C2CCN(c3cc(Cl)c(Nc4ncc(Cl)c(Nc5ccccc5P(C)(C)=O)n4)cc3Cl)CC2)CC1,7.18111458540599
CHEMBL5069689,IC50,nM,18.1,IC50,nM,18.1,C=CC(=O)Nc1cccc(-n2c(=O)c(-c3ccccc3)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,7.7423214251308154
CHEMBL5087214,IC50,nM,130.3,IC50,nM,130.3,C=CC(=O)Nc1cccc(-n2c(=O)c(Cc3ccccc3)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,6.885055584287415
